awardnumber,startfiscalyear,endfiscalyear,directcost,allocation_niicode,institution_niicode,project_length,field_niicode,institution_table_group,doi,Title,Authors,Source Title,Publication Date,Publication Year,Conference Title,Conference Date,Total Citations,Average per Year,ave3,ave5
22330095,2010,2013,10000000,0,13901,4,HS,1,10.1007/s10797-012-9238-8,Further analysis on leadership in tax competition: the role of capital ownership,"Ogawa, Hikaru",INTERNATIONAL TAX AND PUBLIC FINANCE,JUN 2013,2013,,,29.0,2.64,3.0,3.2
22330095,2010,2013,10000000,0,13901,4,HS,1,10.1007/s10198-012-0396-5,Inter-regional competition and quality in hospital care,"Aiura, Hiroshi",EUROPEAN JOURNAL OF HEALTH ECONOMICS,JUN 2013,2013,,,4.0,0.36,0.0,0.4
22330095,2010,2013,10000000,0,13901,4,HS,1,10.1080/13504851.2011.564118,Partial coordination in local debt policies,"Nagami, Junichi; Ogawa, Hikaru",APPLIED ECONOMICS LETTERS,2011,2011,,,2.0,0.15,0.0,0.2
22330095,2010,2013,10000000,0,13901,4,HS,1,10.1016/j.jmacro.2011.09.003,Multiple equilibria arising from donor's aid policy in economic development,"Kitaura, Koji; Ogawa, Hikaru; Yakita, Sayaka",JOURNAL OF MACROECONOMICS,DEC 2011,2011,,,0.0,0.0,0.0,0.0
22330095,2010,2013,10000000,0,13901,4,HS,1,10.1007/s00168-011-0446-4,Hub location with scheduling effects in a monopoly airline market,"Kawasaki, Akio",ANNALS OF REGIONAL SCIENCE,DEC 2012,2012,,,6.0,0.5,1.0,1.2
22330205,2010,2012,14800000,0,82609,3,HS,11,10.1016/j.bbr.2011.02.032,Are there internal thought processes in the monkey?-Default brain activity in humans and nonhuman primates,"Watanabe, M.",BEHAVIOURAL BRAIN RESEARCH,AUG 1 2011,2011,,,8.0,0.62,1.0,1.4
23330183,2011,2013,11500000,0,32692,3,HS,3,10.1080/08351813.2013.810407,Responding With Resistance to Wh-Questions in Japanese Talk-in-Interaction,"Hayashi, Makoto; Kushida, Shuya",RESEARCH ON LANGUAGE AND SOCIAL INTERACTION,JUL 1 2013,2013,,,19.0,1.73,1.0,1.0
23330194,2011,2013,8900000,0,13901,3,HS,1,10.1177/0022022113509882,The Emergent Nature of Culturally Meaningful Categorization and Language Use A Japanese-Italian Comparison of Age Categories,"Karasawa, Minoru; Maass, Anne; Rakic, Tamara; Kato, Ai",JOURNAL OF CROSS-CULTURAL PSYCHOLOGY,APR 2014,2014,,,6.0,0.6,0.333333333,0.4
23330194,2011,2013,8900000,0,13901,3,HS,1,10.1016/j.pragma.2013.06.008,Developing sensitivity to the sources of information: Early use of the Japanese quotative particles tte and to in mother-child conversation,"Matsui, Tomoko; Yamamoto, Taeko",JOURNAL OF PRAGMATICS,DEC 2013,2013,,,4.0,0.36,0.0,0.2
22320122,2010,2014,13400000,0,32601,5,HS,3,10.1186/s12992-015-0093-0,The ecosystem approach to health is a promising strategy in international development: lessons from Japan and Laos,"Asakura, Takashi; Mallee, Hein; Tomokawa, Sachi; Moji, Kazuhiko; Kobayashi, Jun",GLOBALIZATION AND HEALTH,FEB 16 2015,2015,,,17.0,1.89,0.666666667,1.6
22320122,2010,2014,13400000,0,32601,5,HS,3,10.1186/1475-2875-11-262,"Joint malaria surveys lead towards improved cross-border cooperation between Savannakhet province, Laos and Quang Tri province, Vietnam","Pongvongsa, Tiengkham; Hoang Ha; Le Thanh; Marchand, Ron P.; Nonaka, Daisuke; Tojo, Bumpei; Phongmany, Panom; Moji, Kazuhiko; Kobayashi, Jun",MALARIA JOURNAL,AUG 3 2012,2012,,,15.0,1.25,1.0,0.8
22320122,2010,2014,13400000,0,32601,5,HS,3,10.1016/j.actatropica.2013.01.002,Prevalence and clinical aspects of human Trichostrongylus colubriformis infection in Lao PDR,"Watthanakulpanich, Dorn; Pongyongsa, Tiengkham; Sanguankiat, Surapol; Nuamtanong, Supaporn; Maipanich, Wanna; Yoonuan, Tippayarat; Phuphisut, Orawan; Boupha, Boungnong; Moji, Kazuhiko; Sato, Megumi; Waikagul, Jitra",ACTA TROPICA,APR 2013,2013,,,17.0,1.55,0.666666667,1.6
22320122,2010,2014,13400000,0,32601,5,HS,3,10.1353/tech.2012.0050,"Techno-Science and the State in the Japanese Empire Yang Daqing, Technology of Empire Janis Mimura, Planning for Empire","Tsukahara, Togo",TECHNOLOGY AND CULTURE,APR 2012,2012,,,0.0,0.0,0.0,0.0
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1371/journal.pone.0092284,Why Do We Move Our Head to Look at an Object in Our Peripheral Region? Lateral Viewing Interferes with Attentive Search,"Nakashima, Ryoichi; Shioiri, Satoshi",PLOS ONE,MAR 19 2014,2014,,,24.0,2.4,0.666666667,1.4
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1016/j.cub.2013.11.034,Moving One's Own Body Part Induces a Motion Aftereffect Anchored to the Body Part,"Matsumiya, Kazumichi; Shioiri, Satoshi",CURRENT BIOLOGY,JAN 20 2014,2014,,,12.0,1.2,1.0,1.0
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1038/srep02595,Rotation-independent representations for haptic movements,"Shioiri, Satoshi; Yamazaki, Takanori; Matsumiya, Kazumichi; Kuriki, Ichiro",SCIENTIFIC REPORTS,SEP 5 2013,2013,,,2.0,0.18,0.333333333,0.2
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1371/journal.pone.0070922,Temporal Dynamics of Visual Attention Measured with Event-Related Potentials,"Kashiwase, Yoshiyuki; Matsumiya, Kazumichi; Kuriki, Ichiro; Shioiri, Satoshi",PLOS ONE,AUG 19 2013,2013,,,6.0,0.55,0.333333333,0.4
22330198,2010,2013,15100000,0,11301,4,HS,1,10.3389/fpsyg.2012.00207,Implicit learning of viewpoint-independent spatial layouts,"Tsuchiai, Taiga; Matsumiya, Kazumichi; Kuriki, Ichiro; Shioiri, Satoshi",FRONTIERS IN PSYCHOLOGY,2012,2012,,,11.0,0.92,1.0,1.0
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1111/j.1468-5884.2011.00503.x,Isolation of two binocular mechanisms for motion in depth: A model and psychophysics,"Shioiri, Satoshi; Matsumiya, Kazumichi; Matsubara, Kazuya",JAPANESE PSYCHOLOGICAL RESEARCH,MAR 2012,2012,,,3.0,0.25,0.666666667,0.4
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1162/jocn_a_00212,Time Courses of Attentional Modulation in Neural Amplification and Synchronization Measured with Steady-state Visual-evoked Potentials,"Kashiwase, Yoshiyuki; Matsumiya, Kazumichi; Kuriki, Ichiro; Shioiri, Satoshi",JOURNAL OF COGNITIVE NEUROSCIENCE,AUG 2012,2012,,,48.0,4.0,1.333333333,2.2
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1167/12.6.33,Low-level motion analysis of color and luminance for perception of 2D and 3D motion,"Shioiri, Satoshi; Yoshizawa, Masanori; Ogiya, Mistuharu; Matsumiya, Kazumichi; Yaguchi, Hirohisa",JOURNAL OF VISION,2012,2012,,,10.0,0.83,0.333333333,0.6
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1016/j.bandc.2011.01.006,Asymmetrical brain activity induced by voluntary spatial attention depends on the visual hemifield: A functional near-infrared spectroscopy study,"Harasawa, Masamitsu; Shioiri, Satoshi",BRAIN AND COGNITION,APR 2011,2011,,,5.0,0.38,0.333333333,0.6
22330198,2010,2013,15100000,0,11301,4,HS,1,10.1167/10.10.10,Measuring attention using flash-lag effect,"Shioiri, Satoshi; Yamamoto, Ken; Oshida, Hiroki; Matsubara, Kazuya; Yaguchi, Hirohisa",JOURNAL OF VISION,2010,2010,,,21.0,1.5,0.666666667,1.2
22330225,2010,2012,13200000,0,10101,3,HS,1,10.1016/j.nedt.2012.08.008,An investigation of the basic education of Japanese nurses: Comparison of competency with European nurses,"Tateishi, Kazuko; Matsubayashi, Taro; Yoshimoto, Keiichi; Sakemi, Takanobu",NURSE EDUCATION TODAY,MAY 2013,2013,,,2.0,0.18,0.0,0.2
22330089,2010,2012,13600000,0,32675,3,HS,3,10.1080/09638180.2010.496256,Strategic Transfer Pricing and Social Welfare under Product Differentiation,"Matsui, Kenji",EUROPEAN ACCOUNTING REVIEW,2011,2011,,,12.0,0.92,1.666666667,1.0
23330095,2011,2014,14700000,0,32404,4,HS,3,10.1016/j.econmod.2011.08.011,One-directional adjacency matrices in spatial autoregressive model: A land price example and Monte Carlo results,"Yokoi, Takahisa; Ando, Asao",ECONOMIC MODELLING,JAN 2012,2012,,,5.0,0.42,0.0,0.2
23330095,2011,2014,14700000,0,32404,4,HS,3,10.1007/s11192-013-1011-y,The relationship between research performance and international collaboration in chemistry,"Kato, Maki; Ando, Asao",SCIENTOMETRICS,DEC 2013,2013,,,51.0,4.64,2.666666667,3.8
23330095,2011,2014,14700000,0,32404,4,HS,3,10.1177/0042098012474700,Estimating the Willingness to Pay of Industrial Firms for Japanese Industrial Parks,"Itoh, Ryo",URBAN STUDIES,OCT 2013,2013,,,3.0,0.27,0.0,0.2
23330084,2011,2014,13300000,0,32506,4,HS,3,10.1068/a45683,"Longitudinal trends in equity of park accessibility in Yokohama, Japan: an investigation into the role of causal mechanisms","Yasumoto, Shinya; Jones, Andrew; Shimizu, Chihiro",ENVIRONMENT AND PLANNING A-ECONOMY AND SPACE,2014,2014,,,20.0,2.0,0.333333333,1.0
23330128,2011,2013,14100000,0,14401,3,HS,1,10.1016/j.jwb.2014.03.001,Employee commitment to corporate globalization: The role of English language proficiency and human resource practices,"Yamao, Sachiko; Sekiguchi, Tomoki",JOURNAL OF WORLD BUSINESS,JAN 2015,2015,,,32.0,3.56,3.333333333,3.8
23330128,2011,2013,14100000,0,14401,3,HS,1,10.1080/09585192.2013.767059,Committed to the organization or the job? Effects of perceived HRM practices on employees' behavioral outcomes in the Japanese healthcare industry,"Takeuchi, Norihiko; Takeuchi, Tomokazu",INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,JUN 1 2013,2013,,,29.0,2.64,0.666666667,1.2
23330128,2011,2013,14100000,0,14401,3,HS,1,10.1080/09585192.2013.778163,"Relationships among leader-member exchange, person-organization fit and work attitudes in Japanese and Korean organizations: testing a cross-cultural moderating effect","Jung, Yuhee; Takeuchi, Norihiko",INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,JAN 2 2014,2014,,,18.0,1.8,1.0,1.4
23330128,2011,2013,14100000,0,14401,3,HS,1,10.1111/j.1464-0597.2012.00518.x,Self- Esteem and Justice Orientation as Moderators for the Effects of Individual- Targeted and Group- Targeted Justice,"Sekiguchi, Tomoki; Hayashi, Yoichiro",APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,APR 2014,2014,,,12.0,1.2,0.0,0.4
23330128,2011,2013,14100000,0,14401,3,HS,1,10.1080/09585192.2012.703414,"Theoretical implications from the case of performance-based human resource management practices in Japan: management fashion, institutionalization and strategic human resource management perspectives","Sekiguchi, Tomoki",INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,2013,2013,,,17.0,1.55,0.666666667,1.0
22330129,2010,2013,11900000,0,14501,4,HS,1,10.1111/j.1540-5885.2012.00983.x,"Personal Word of Mouth, Virtual Word of Mouth, and Innovation Use","Kawakami, Tomoko; Kishiya, Kazuhiro; Parry, Mark E.",JOURNAL OF PRODUCT INNOVATION MANAGEMENT,JAN 2013,2013,,,22.0,2.0,3.0,2.4
22330129,2010,2013,11900000,0,14501,4,HS,1,10.1111/j.1540-5885.2012.00972.x,The Effect of Personal and Virtual Word-of-Mouth on Technology Acceptance,"Parry, Mark E.; Kawakami, Tomoko; Kishiya, Kazuhiro",JOURNAL OF PRODUCT INNOVATION MANAGEMENT,NOV 2012,2012,,,42.0,3.5,1.333333333,2.0
22330129,2010,2013,11900000,0,14501,4,HS,1,10.1016/j.ijresmar.2012.09.002,User-generated versus designer-generated products: A performance assessment at Muji,"Nishikawa, Hidehiko; Schreier, Martin; Ogawa, Susumu",INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,JUN 2013,2013,,,104.0,9.45,3.666666667,7.4
23330263,2011,2014,13800000,0,15401,4,HS,1,10.1016/j.jcomdis.2012.02.002,The effects of duration and frequency of occurrence of voiceless fricatives on listeners' perceptions of sound prolongations,"Kawai, Norimune; Healey, E. Charles; Carrell, Thomas D.",JOURNAL OF COMMUNICATION DISORDERS,MAY-JUN 2012,2012,,,0.0,0.0,0.0,0.0
23320001,2011,2013,7000000,0,13201,3,HS,1,10.1111/j.1744-9987.2011.00983.x,Lessons from Japan's March 2011 Earthquake Regarding Dialysis Patients,"Akabayashi, Akira; Kodama, Satoshi",THERAPEUTIC APHERESIS AND DIALYSIS,JUN 2011,2011,,,4.0,0.31,0.0,0.4
22330077,2010,2013,11300000,0,14401,4,HS,1,10.1007/s00181-012-0582-4,Nonparametric measurement of the overall shift in the technology frontier: an application to multiple-output agricultural production data in the Brazilian Amazon,"Otsuki, Tsunehiro",EMPIRICAL ECONOMICS,JUN 2013,2013,,,5.0,0.45,0.666666667,0.6
22330077,2010,2013,11300000,0,14401,4,HS,1,10.1111/j.1467-9701.2012.01457.x,The Impact of Regulatory Heterogeneity on Agri-food Trade,"Winchester, Niven; Rau, Marie-Luise; Goetz, Christian; Larue, Bruno; Otsuki, Tsunehiro; Shutes, Karl; Wieck, Christine; Burnquist, Heloisa L.; Pinto de Souza, Mauricio J.; de Faria, Rosane Nunes",WORLD ECONOMY,AUG 2012,2012,,,62.0,5.17,3.0,3.4
22330077,2010,2013,11300000,0,14401,4,HS,1,10.1080/16081625.2013.744685,Do foreign product standards matter? Impacts on costs for developing country exporters,"Maskus, Keith E.; Otsuki, Tsunehiro; Wilson, John S.",ASIA-PACIFIC JOURNAL OF ACCOUNTING & ECONOMICS,2013,2013,,,12.0,1.09,0.333333333,0.6
23330215,2011,2014,11000000,0,12614,4,HS,1,10.3758/s13414-014-0746-8,Magnitude of perceived depth of multiple stereo transparent surfaces,"Aida, Saori; Shimono, Koichi; Tam, Wa James",ATTENTION PERCEPTION & PSYCHOPHYSICS,JAN 2015,2015,,,1.0,0.11,0.0,0.0
23330215,2011,2014,11000000,0,12614,4,HS,1,10.3758/s13414-012-0346-4,Apparent depth of pictures reflected by a mirror: The plastic effect,"Higashiyama, Atsuki; Shimono, Koichi",ATTENTION PERCEPTION & PSYCHOPHYSICS,OCT 2012,2012,,,8.0,0.67,0.0,0.8
22330068,2010,2012,9700000,0,14401,3,HS,1,10.1007/s11187-012-9434-z,The global financial crisis and small- and medium-sized enterprises in Japan: how did they cope with the crisis?,"Ogawa, Kazuo; Tanaka, Takanori",SMALL BUSINESS ECONOMICS,AUG 2013,2013,,,21.0,1.91,0.666666667,0.4
22330068,2010,2012,9700000,0,14401,3,HS,1,10.1007/s11187-011-9344-5,The trade credit channel revisited: evidence from micro data of Japanese small firms,"Ogawa, Kazuo; Sterken, Elmer; Tokutsu, Ichiro",SMALL BUSINESS ECONOMICS,JAN 2013,2013,,,25.0,2.27,0.333333333,1.4
22330068,2010,2012,9700000,0,14401,3,HS,1,10.1080/09535314.2012.687712,FINANCIAL DISTRESS AND INDUSTRY STRUCTURE: AN INTER-INDUSTRY APPROACH TO THE LOST DECADE IN JAPAN,"Ogawa, Kazuo; Sterken, Elmer; Tokutsu, Ichiro",ECONOMIC SYSTEMS RESEARCH,2012,2012,,,3.0,0.25,0.333333333,0.4
22330068,2010,2012,9700000,0,14401,3,HS,1,10.1111/j.1468-0084.2010.00623.x,Why Are Concavity Conditions Not Satisfied in the Cost Function? The Case of Japanese Manufacturing Firms during the Bubble Period,"Ogawa, Kazuo",OXFORD BULLETIN OF ECONOMICS AND STATISTICS,AUG 2011,2011,,,6.0,0.46,0.0,0.2
22330230,2010,2014,7800000,0,15401,5,HS,1,10.1007/s12564-012-9220-2,Revisiting primary school dropout in rural Cambodia,"No, Fata; Sam, Chanphirun; Hirakawa, Yukiko",ASIA PACIFIC EDUCATION REVIEW,DEC 2012,2012,,,19.0,1.58,0.333333333,1.8
22320091,2010,2012,13100000,0,11201,3,HS,1,10.1016/j.langsci.2012.07.003,Differential contributions of the inferior parietal and inferior frontal regions to the processing of grammatical and semantic relationships in wh-questions,"Kambara, Toshimune; Tsukiura, Takashi; Yokoyama, Satoru; Takahashi, Kei; Shigemune, Yayoi; Miyamoto, Tadao; Takahashi, Daiko; Sato, Shigeru; Kawashima, Ryuta",LANGUAGE SCIENCES,MAY 2013,2013,,,5.0,0.45,0.333333333,0.4
23370002,2011,2013,13800000,0,17102,3,BIO,1,10.1016/j.celrep.2013.02.019,Forgetting in C. elegans Is Accelerated by Neuronal Communication via the TIR-1/JNK-1 Pathway,"Inoue, Akitoshi; Sawatari, Etsuko; Hisamoto, Naoki; Kitazono, Tomohiro; Teramoto, Takayuki; Fujiwara, Manabi; Matsumoto, Kunihiro; Ishihara, Takeshi",CELL REPORTS,MAR 2013,2013,,,31.0,2.82,2.0,3.0
23370002,2011,2013,13800000,0,17102,3,BIO,1,10.1126/science.1208592,An Expanded Palette of Genetically Encoded Ca2+ Indicators,"Zhao, Yongxin; Araki, Satoko; Jiahui, Wu; Teramoto, Takayuki; Chang, Yu-Fen; Nakano, Masahiro; Abdelfattah, Ahmed S.; Fujiwara, Manabi; Ishihara, Takeshi; Nagai, Takeharu; Campbell, Robert E.",SCIENCE,SEP 30 2011,2011,,,880.0,67.69,45.0,57.8
23370002,2011,2013,13800000,0,17102,3,BIO,1,10.1038/srep00500,Temporally-regulated quick activation and inactivation of Ras is important for olfactory behaviour,"Uozumi, Takayuki; Hirotsu, Takaaki; Yoshida, Kazushi; Yamada, Ryuji; Suzuki, Akiya; Taniguchi, Gun; Iino, Yuichi; Ishihara, Takeshi",SCIENTIFIC REPORTS,JUL 9 2012,2012,,,12.0,1.0,0.666666667,1.4
23370002,2011,2013,13800000,0,17102,3,BIO,1,10.1038/ncomms1750,Odour concentration-dependent olfactory preference change in C. elegans,"Yoshida, Kazushi; Hirotsu, Takaaki; Tagawa, Takanobu; Oda, Shigekazu; Wakabayashi, Tokumitsu; Iino, Yuichi; Ishihara, Takeshi",NATURE COMMUNICATIONS,MAR 2012,2012,,,87.0,7.25,2.666666667,4.4
23380167,2011,2013,13800000,0,16401,3,BIO,1,10.1016/j.cryobiol.2014.04.014,Effects of type III antifreeze protein on sperm and embryo cryopreservation in rabbit,"Nishijima, Kazutoshi; Tanaka, Mai; Sakai, Yusuke; Koshimoto, Chihiro; Morimoto, Masatoshi; Watanabe, Teruo; Fan, Jianglin; Kitajima, Shuji",CRYOBIOLOGY,AUG 2014,2014,,,34.0,3.4,0.333333333,1.4
23380167,2011,2013,13800000,0,16401,3,BIO,1,10.1371/journal.pone.0086426,Increased Metabolite Levels of Glycolysis and Pentose Phosphate Pathway in Rabbit Atherosclerotic Arteries and Hypoxic Macrophage,"Yamashita, Atsushi; Zhao, Yan; Matsuura, Yunosuke; Yamasaki, Kazuaki; Moriguchi-Goto, Sayaka; Sugita, Chihiro; Iwakiri, Takashi; Okuyama, Nozomi; Koshimoto, Chihiro; Kawai, Keiichi; Tamaki, Nagara; Zhao, Songji; Kuge, Yuji; Asada, Yujiro",PLOS ONE,JAN 23 2014,2014,,,41.0,4.1,2.333333333,3.2
23380167,2011,2013,13800000,0,16401,3,BIO,1,10.1538/expanim.63.149,Effects of Cholesterol-Loaded Cyclodextrins on the Rate and the Quality of Motility in Frozen and Thawed Rabbit Sperm,"Nishijima, Kazutoshi; Yamaguchi, Shinji; Tanaka, Mai; Sakai, Yusuke; Koshimoto, Chihiro; Morimoto, Masatoshi; Watanabe, Teruo; Fan, Jianglin; Kitajima, Shuji",EXPERIMENTAL ANIMALS,APR 2014,2014,,,5.0,0.5,0.666666667,0.6
23380167,2011,2013,13800000,0,16401,3,BIO,1,10.1262/jrd.2012-179,A Trial to Cryopreserve Immature Medaka (Oryzias latipes) Oocytes after Enhancing Their Permeability by Exogenous Expression of Aquaporin 3,"Valdez, Delgado M., Jr.; Tsuchiya, Ryoma; Seki, Shinsuke; Saida, Naoya; Niimi, Saori; Koshimoto, Chihiro; Matsukawa, Kazutsugu; Kasai, Magosaburo; Edashige, Keisuke",JOURNAL OF REPRODUCTION AND DEVELOPMENT,APR 2013,2013,,,3.0,0.27,0.0,0.2
23380167,2011,2013,13800000,0,16401,3,BIO,1,10.1095/biolreprod.112.107250,Rapid Movement of Water and Cryoprotectants in Pig Expanded Blastocysts via Channel Processes: Its Relevance to Their Higher Tolerance to Cryopreservation,"Jin, Bo; Higashiyama, Ryu-ichi; Nakata, Yu-ichi; Yonezawa, Jun-ichi; Xu, Shangdan; Miyake, Masashi; Takahashi, Sei-ichi; Kikuchi, Kazuhiro; Yazawa, Ken-ichi; Mizobuchi, Shuhei; Niimi, Saori; Kitayama, Mizuho; Koshimoto, Chihiro; Matsukawa, Kazutsugu; Kasai, Magosaburo; Edashige, Keisuke",BIOLOGY OF REPRODUCTION,OCT 2013,2013,,,26.0,2.36,1.333333333,2.8
23380167,2011,2013,13800000,0,16401,3,BIO,1,10.1002/mrd.22113,Equilibrium vitrification of mouse embryos at various developmental stages,"Jin, Bo; Mochida, Keiji; Ogura, Atsuo; Koshimoto, Chihiro; Matsukawa, Kazutsugu; Kasai, Magosaburo; Edashige, Keisuke",MOLECULAR REPRODUCTION AND DEVELOPMENT,NOV 2012,2012,,,7.0,0.58,0.333333333,0.8
23380167,2011,2013,13800000,0,16401,3,BIO,1,10.3106/041.037.0401,"Seasonal habitat partitioning between sympatric terrestrial and semi-arboreal Japanese wood mice, Apodemus speciosus and A. argenteus in spatially heterogeneous environment","Sakamoto, Shinsuke H.; Suzuki, Satoshi N.; Degawa, Yousuke; Koshimoto, Chihiro; Suzuki, Ryo O.",MAMMAL STUDY,DEC 2012,2012,,,5.0,0.42,0.0,0.4
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1016/j.ejphar.2013.02.019,"A ganglionic stimulant, 1,1-dimethyl-4-phenylpiperazinium, caused both cholinergic and adrenergic responses in the isolated mouse atrium","Ochi, Kenta; Teraoka, Hiroki; Unno, Toshihiro; Komori, Sei-ichi; Yamada, Masahisa; Kitazawa, Takio",EUROPEAN JOURNAL OF PHARMACOLOGY,MAR 15 2013,2013,,,1.0,0.09,0.0,0.2
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1016/j.ygcen.2012.06.025,Ghrelin does not affect gastrointestinal contractility in rainbow trout and goldfish in vitro,"Kitazawa, Takio; Itoh, Kentaro; Yaosaka, Noriko; Maruyama, Keisuke; Matsuda, Kouhei; Teraoka, Hiroki; Kaiya, Hiroyuki",GENERAL AND COMPARATIVE ENDOCRINOLOGY,SEP 15 2012,2012,,,19.0,1.58,2.333333333,2.0
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1016/j.peptides.2011.07.026,Molecular identification of ghrelin receptor (GHS-R1a) and its functional role in the gastrointestinal tract of the guinea-pig,"Kitazawa, Takio; Nakamura, Tatsuro; Saeki, Atsuki; Teraoka, Hiroki; Hiraga, Takeo; Kaiya, Hiroyuki",PEPTIDES,SEP 2011,2011,,,26.0,2.0,2.0,2.2
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1016/j.ejphar.2011.08.034,Muscarinic receptor subtypes involved in regulation of colonic motility in mice: Functional studies using muscarinic receptor-deficient mice,"Kondo, Takaji; Nakajima, Miwa; Teraoka, Hiroki; Unno, Toshihiro; Komori, Sei-ichi; Yamada, Masahisa; Kitazawa, Takio",EUROPEAN JOURNAL OF PHARMACOLOGY,NOV 16 2011,2011,,,12.0,0.92,0.666666667,0.8
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1371/journal.pone.0024928,Serotonin Augments Gut Pacemaker Activity via 5-HT3 Receptors,"Liu, Hong-Nian; Ohya, Susumu; Nishizawa, Yuji; Sawamura, Kenta; Iino, Satoshi; Syed, Mohsin Md; Goto, Kazunori; Imaizumi, Yuji; Nakayama, Shinsuke",PLOS ONE,SEP 15 2011,2011,,,45.0,3.46,2.333333333,3.6
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1292/jvms.10-0425,Nitrergic Inhibition of Tachykininergic Neuro-Muscular Transmission via Cyclic GMP in the Hamster Ileum,"Matsuyama, Hayato; Unno, Toshihiro; Komori, Seiichi; Takewaki, Tadashi",JOURNAL OF VETERINARY MEDICAL SCIENCE,APR 2011,2011,,,0.0,0.0,0.0,0.0
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.2131/jts.35.795,Ouabain exacerbates botulinum neurotoxin-induced muscle paralysis via progression of muscle atrophy in mice,"Fujikawa, Ryu; Muroi, Yoshikage; Unno, Toshihiro; Ishir, Toshiaki",JOURNAL OF TOXICOLOGICAL SCIENCES,DEC 2010,2010,,,3.0,0.21,0.0,0.0
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1292/jvms.09-0458,Muscarinic Receptor Subtypes Mediating Ca2+ Sensitization of Intestinal Smooth Muscle Contraction: Studies with Receptor Knockout Mice,"Suguro, Mayuko; Matsuyama, Hayato; Tanahashi, Yasuyuki; Unno, Toshihiro; Kitazawa, Takio; Yamada, Masahisa; Komori, Seiichi",JOURNAL OF VETERINARY MEDICAL SCIENCE,APR 2010,2010,,,7.0,0.5,0.666666667,0.6
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1016/j.bbrc.2010.05.030,Downregulation of msh-like 2 (msx2) and neurotrophic tyrosine kinase receptor type 2 (ntrk2) in the developmental gut of KIT mutant mice,"Horiguchi, Satomi; Horiguchi, Kazuhide; Nojyo, Yoshiaki; Iino, Satoshi",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,JUN 4 2010,2010,,,2.0,0.14,0.0,0.0
22380159,2010,2012,15000000,0,13701,3,BIO,1,10.1016/j.peptides.2013.02.012,Age-dependent reduction of ghrelin- and motilin-induced contractile activity in the chicken gastrointestinal tract,"Kitazawa, Takio; Yoshida, Akiko; Tamano, Takuya; Teraoka, Hiroki; Kaiya, Hiroyuki",PEPTIDES,MAY 2013,2013,,,18.0,1.64,1.0,1.6
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.1002/jez.b.22512,Hox Gene Deformed is likely involved in mandibular regression during presoldier differentiation in the nasute termite Nasutitermes takasagoensis,"Toga, Kouhei; Saiki, Ryota; Maekawa, Kiyoto",JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,SEP 2013,2013,,,17.0,1.55,1.0,1.2
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.1038/embor.2013.50,The role of doublesex in the evolution of exaggerated horns in the Japanese rhinoceros beetle,"Ito, Yuta; Harigai, Ayane; Nakata, Moe; Hosoya, Tadatsugu; Araya, Kunio; Oba, Yuichi; Ito, Akinori; Ohde, Takahiro; Yaginuma, Toshinobu; Niimi, Teruyuki",EMBO REPORTS,JUN 2013,2013,,,59.0,5.36,3.0,3.6
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.2108/zsj.29.213,Termite Soldier Differentiation in Incipient Colonies Is Related to Parental Proctodeal Trophallactic Behavior,"Maekawa, Kiyoto; Nakamura, Satoshi; Watanabe, Dai",ZOOLOGICAL SCIENCE,APR 2012,2012,,,24.0,2.0,0.666666667,2.0
22370008,2010,2012,14500000,0,12101,3,BIO,1,10.1111/j.1479-8298.2011.00468.x,Relationships between frontal-gland formation and mandibular modification during JH III-induced presoldier differentiation in the termite Reticulitermes speratus (Isoptera: Rhinotermitidae),"Watanabe, Dai; Maekawa, Kiyoto",ENTOMOLOGICAL SCIENCE,JAN 2012,2012,,,7.0,0.58,1.0,1.2
